,record,m,n,d,q,b,w,s,q_mean,q_std,u_bits,c_bits,bpm,bps,cr,pss,snr,prd,nmse,rtime,y_min,y_max,y_range,y_iqr,y_mean,y_std,y_median,y_mad,y_skew,y_kurtosis,y_jbera,y_jb_pval
20,122,256,512,4,8,32,1269,649728,-6,2,7147008,1029024,3.1675531914893615,1.5837765957446808,6.945424013434089,85.60203094777563,31.07682007992002,2.7935663838101408,0.0007804013140754005,419.0385863000065,-7464.0,406.0,7870.0,747.0,-1349.728797281324,555.1978681906975,-1299.0,440.2174618716297,-0.5540077048477725,3.7330154044933956,23891.171723518444,0.0
21,123,256,512,4,8,32,1269,649728,-5,2,7147008,999360,3.076241134751773,1.5381205673758864,7.151585014409222,86.0170857511283,31.247116608974235,2.739328838231949,0.0007503922483969195,409.34358670000984,-6194.0,409.0,6603.0,699.0,-1274.2198827817178,514.0864974280868,-1225.0,407.3310724654526,-0.5743806449651551,3.8275243539942894,27132.222444973275,0.0
22,124,256,512,4,8,32,1269,649728,-6,3,7147008,1128128,3.472616233254531,1.7363081166272656,6.3352811028535765,84.21538075793394,31.129379271291697,2.7767132741457066,0.0007710136606816999,418.2174256999733,-8290.0,3596.0,11886.0,829.0,-1293.0776078605202,678.9386907463543,-1230.0,516.4280991352427,-0.6043265631485492,5.41817719184741,98926.8179360551,0.0
23,200,256,512,4,8,32,1269,649728,-1,1,7147008,677312,2.084909377462569,1.0424546887312844,10.552017386374374,90.52313919335197,32.831324853672,2.2826207313183975,0.000521035740304473,411.96500630003356,-2468.0,3817.0,6285.0,288.0,-168.80080279747833,261.77056650780617,-150.0,192.07704933647148,-0.25940094409193803,7.714189126437829,304461.65444928984,0.0
24,201,256,512,4,8,32,1269,649728,-1,1,7147008,610848,1.8803191489361701,0.9401595744680851,11.700141442715701,91.45309477756287,33.50051135290794,2.113364618850468,0.00044663100122089623,412.7457461000158,-4784.0,5202.0,9986.0,196.0,-255.94635293538218,189.45272066755814,-247.0,127.3402104190664,0.7209016492710334,55.09548537385309,36764024.96885308,0.0
25,202,256,512,4,8,32,1269,649728,-2,1,7147008,692480,2.131599684791174,1.065799842395587,10.320887245841035,90.31091052367648,32.56290192981169,2.354262600378726,0.0005542552391541822,415.73640720002004,-7456.0,3965.0,11421.0,274.0,-270.78137312844757,262.0965656557608,-265.0,182.22956344814727,-0.9846026647974103,32.97747835397592,12216605.175469548,0.0
26,203,256,512,4,8,32,1269,649728,-2,2,7147008,934112,2.875394011032309,1.4376970055161544,7.651125346853482,86.93002722258042,30.71636449862729,2.911935661171845,0.0008479369294804321,432.4244992000422,-6759.0,6612.0,13371.0,455.0,-271.07652433018126,471.68308802145077,-257.0,318.90046609725493,-0.13962294721203025,15.114956987271212,1987763.7802839146,0.0
27,205,256,512,4,8,32,1269,649728,-2,1,7147008,677728,2.0861899133175728,1.0430949566587864,10.545540393786299,90.51731857582921,33.23925359158873,2.1778969184949872,0.0004743234987590048,456.2274321000168,-2607.0,650.0,3257.0,301.0,-489.1153836682427,233.63513362916453,-467.0,182.56912778611746,-0.572086744476322,4.098158941095807,34044.204539043174,0.0
28,207,256,512,4,8,32,1269,649728,-2,1,7147008,781664,2.4061268715524036,1.2030634357762018,9.143325009211118,89.0630596747618,31.083067183441088,2.7915579051418087,0.0007792795537759824,441.04700840004443,-6754.0,4646.0,11400.0,344.0,-273.5088775610717,339.06823359581216,-241.0,232.42056055139324,-1.1855120566868025,18.146740293991265,3181575.8457652116,0.0
29,208,256,512,4,8,32,1269,649728,-2,2,7147008,910944,2.8040780141843973,1.4020390070921986,7.84571609231742,87.25419084461637,31.162069252006944,2.7662825514270626,0.0007652319154329517,467.26054939998903,-5119.0,7330.0,12449.0,410.0,-264.6440479708432,427.3281072062953,-260.0,287.439683599657,0.3765840190128492,16.505340046733526,2476566.4832513756,0.0
30,209,256,512,4,8,32,1269,649728,-2,1,7147008,715008,2.2009456264775413,1.1004728132387707,9.995703544575726,89.99570169782936,32.673671655192194,2.324429707039679,0.0005402973462968568,442.12256270004036,-3026.0,1705.0,4731.0,292.0,-263.60307082348305,249.5982326726706,-242.0,188.30722082342126,-0.5490157900031228,4.888259598666215,64582.931561577716,0.0
31,210,256,512,4,8,32,1269,649728,-1,1,7147008,666112,2.05043341213554,1.02521670606777,10.729438893159108,90.67984812665664,32.92543162539418,2.2580232986366933,0.0005098669217186211,442.91686959997423,-2839.0,5070.0,7909.0,249.0,-250.88611849881798,228.25564723378872,-241.0,163.84949491720715,0.4815712370917939,17.216783973199856,2748411.569782602,0.0
32,212,256,512,4,8,32,1269,649728,-1,1,7147008,761344,2.343577620173365,1.1717888100866825,9.38735709482179,89.34737445375744,31.75342437090653,2.584215823838824,0.0006678171424179027,441.8504924999779,-4857.0,2375.0,7232.0,336.0,-249.72454934988178,296.8928606098475,-233.0,219.02167358111544,-0.5283719142363148,7.2561203426472085,260314.44216053412,0.0
33,213,256,512,4,8,32,1269,649728,-2,2,7147008,997504,3.070527974783294,1.535263987391647,7.164891569357115,86.04305466007594,31.122035332850835,2.7790619839933184,0.000772318551087676,454.6339258999815,-4031.0,2497.0,6528.0,635.0,-353.4519060283688,523.0691264279807,-337.0,400.8861750907805,-0.1761402147674852,4.02927641068427,16020.010724932385,0.0
34,214,256,512,4,8,32,1269,649728,-2,1,7147008,815104,2.509062253743105,1.2545311268715524,8.76821608040201,88.59517157389497,32.232211125231494,2.445622626389554,0.000598107003070854,442.6654867999878,-2560.0,1688.0,4248.0,369.0,-257.8139529156816,315.2518499630907,-266.0,239.18660819360653,0.16123742819935966,4.123965895355177,18507.628870777186,0.0
35,215,256,512,4,8,32,1269,649728,-1,1,7147008,651136,2.004334121355398,1.002167060677699,10.976213878513859,90.88939035747546,32.61536599517278,2.3400853635097625,0.0005475999508512536,442.9757918999785,-2141.0,1403.0,3544.0,256.0,-243.03294917257682,208.6557409574246,-229.0,160.47370099522848,-0.2715005727451264,4.200849114492079,23510.527335263923,0.0
36,217,256,512,4,8,32,1269,649728,-2,2,7147008,947808,2.9175531914893615,1.4587765957446808,7.540565177757521,86.73839458413927,31.763886506139194,2.5811050153403357,0.0006662103100215096,443.6724837000638,-5918.0,6010.0,11928.0,528.0,-264.2084934003152,458.7210740260612,-230.0,340.25454526026755,-0.3029312922886717,8.501771797570289,414696.50842888386,0.0
37,219,256,512,4,8,32,1269,649728,-4,3,7147008,1130112,3.478723404255319,1.7393617021276595,6.324159021406728,84.18762088974854,31.717225211975766,2.595008229169935,0.0006734067709459387,448.35946269997294,-6750.0,3977.0,10727.0,811.0,-938.7689740937747,687.5938266494489,-887.0,520.7592657511625,-0.4287019104876729,4.633609975045899,46074.14627076044,0.0
38,220,256,512,4,8,32,1269,649728,-4,2,7147008,891264,2.743498817966903,1.3717494089834514,8.018957345971565,87.52955082742317,32.14748545881676,2.46959494237937,0.0006098899179425634,456.3699685999163,-3947.0,784.0,4731.0,503.0,-864.7656373128448,378.47918519410126,-834.0,298.7343643891695,-0.47917114487779494,3.6564654601286017,18265.029609532223,0.0
39,221,256,512,4,8,32,1269,649728,-2,1,7147008,688448,2.1191883372734437,1.0595941686367218,10.381333085432741,90.36732573966617,33.545972407997695,2.10233238127599,0.0004419801441361435,445.1598833999342,-1875.0,1125.0,3000.0,270.0,-262.37740100472814,228.02510289231657,-255.0,173.67677100061792,-0.13149954026377864,4.101084540203297,17347.13769846333,0.0
40,222,256,512,4,8,32,1269,649728,-1,1,7147008,654912,2.015957446808511,1.0079787234042554,10.91292875989446,90.83655705996132,33.5684870705154,2.0968899899075124,0.00043969476297742876,440.8502099000434,-3362.0,965.0,4327.0,252.0,-250.44358254531127,212.0531408231468,-226.0,160.6321980291934,-0.7837165702024018,5.710819573150589,132725.75102419205,0.0
41,223,256,512,4,8,32,1269,649728,-4,2,7147008,920864,2.8346138691883374,1.4173069345941687,7.761198179101366,87.11539150368938,32.25673737096281,2.4387266907407286,0.0005947387872131324,443.8085803999056,-5754.0,1695.0,7449.0,529.0,-818.3734239558707,419.139327165514,-786.0,323.5841232545801,-0.5849511861343377,4.952335216016008,70120.3290473661,0.0
42,228,256,512,4,8,32,1269,649728,-1,1,7147008,740768,2.2802403467297085,1.1401201733648543,9.64810574970841,89.6352711512286,30.62211669758679,2.9437041838790248,0.000866539432218668,441.4414252999377,-7071.0,4891.0,11962.0,294.0,-221.54591459810874,356.8663096595709,-206.0,221.4384426003491,-0.9702705908469564,23.961674324523717,5998579.792291181,0.0
43,230,256,512,4,8,32,1269,649728,-2,1,7147008,743616,2.2890070921985815,1.1445035460992907,9.61115414407436,89.59542230818826,32.2017276828336,2.454220705854839,0.0006023199273046655,444.731946900054,-4824.0,2220.0,7044.0,308.0,-271.78070823483057,285.26222582194305,-261.0,206.64648263868827,-0.40452185188454426,8.629547599225143,437840.30035234045,0.0
44,231,256,512,4,8,32,1269,649728,-1,1,7147008,684928,2.1083530338849488,1.0541765169424744,10.434685105587741,90.41657711870478,33.41360168457583,2.1346167638974163,0.0004556588728711823,443.9859622999393,-2156.0,1094.0,3250.0,278.0,-253.10206117021278,228.9469107847374,-239.0,175.2200738190911,-0.33945376480268474,4.211531453112529,26107.206651326476,0.0
45,232,256,512,4,8,32,1269,649728,-1,1,7147008,629696,1.9383372734436564,0.9691686367218282,11.349933936375647,91.18937602980156,33.90941583509227,2.0161795631935022,0.0004064980031039063,445.1447240999587,-1825.0,1126.0,2951.0,243.0,-242.22530043341214,191.91363499355253,-228.0,149.21733793324987,-0.4217619586236069,3.9842441472094237,22744.123082885442,0.0
46,233,256,512,4,8,32,1269,649728,-1,2,7147008,927712,2.8556934594168637,1.4278467297084318,7.703908109413266,87.0195751844688,32.21405329183916,2.450740542802314,0.000600612920813503,449.61216810006226,-4852.0,4784.0,9636.0,480.0,-245.9422281323877,427.17406257281147,-232.0,314.5660003137657,-0.12762311884785582,6.467151235475114,163599.9988553793,0.0
47,234,256,512,4,8,32,1269,649728,-1,1,7147008,770176,2.370764381402679,1.1853821907013395,9.279707495429616,89.22379826635145,30.8686571432847,2.861324693219114,0.0008187179000025477,453.4669471000161,-6729.0,5273.0,12002.0,316.0,-257.23010244286843,345.05600721387196,-248.0,225.5520090486863,-0.6561550779404491,19.7810901303663,3835116.2199482373,0.0
